OID_,FID_Ch5_region_surf_geol_NAD83UTMZn8N,Type,Name,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name_1,WatershedArea,LakeAddCheck,Shape_Length,Shape_Area,polygonareakm2
1,0,F,Fluvial,3,,site40alt1,,Y,2612.438379146791704,71743.453372186530032,0.071743453372187
2,2,P,Piedmont,4,,site26,,Y,2925.010194533613230,319576.204070244100876,0.319576204070244
3,2,P,Piedmont,48,,site71,,Y,3633.290435969961891,328070.610711237473879,0.328070610711237
4,2,P,Piedmont,49,,site62,,Y,9620.764770755335121,1715386.277093321550637,1.715386277093321
5,2,P,Piedmont,50,,site13,,Y,7495.566826729083914,1215874.598088118247688,1.215874598088118
6,6,M,Moraine,49,,site62,,Y,1941.971067507321777,133715.426311880873982,0.133715426311881
7,6,M,Moraine,50,,site13,,Y,5593.021094365611134,1041544.497366138733923,1.041544497366139
8,8,G,Glaciogenic,6,,site32,,Y,1780.019854960864677,123973.325025371654192,0.123973325025372
9,8,G,Glaciogenic,7,,site30,,Y,1428.915565418262304,55499.050942307825608,0.055499050942308
10,9,C,Colluvial,1,,site45,,Y,19466.269497749788570,11276919.546127937734127,11.276919546127937
11,9,C,Colluvial,2,,site1,,Y,6129.190582904125222,957737.635043141315691,0.957737635043141
12,9,C,Colluvial,3,,site40alt1,,Y,6733.768612672953168,1170765.502835715189576,1.170765502835715
13,9,C,Colluvial,4,,site26,,Y,13146.257896168803200,3935172.684671253431588,3.935172684671253
14,9,C,Colluvial,5,,site31,,Y,15583.046313083956193,4852182.006669268943369,4.852182006669269
15,9,C,Colluvial,6,,site32,,Y,18835.831322825048119,8306594.930790582671762,8.306594930790583
16,9,C,Colluvial,7,,site30,,Y,7394.070770426079434,1580374.769916682504117,1.580374769916682
17,9,C,Colluvial,47,,S3DNTS7160730,,Y,722.493452136055566,3981.902690391064425,0.003981902690391
18,9,C,Colluvial,49,,site62,,Y,713.290516994290101,19920.230260727403220,0.019920230260727
19,10,A,Alluvial,61,,siteSCoutlet170807,,Y,9979.059321034699678,1618415.026733738603070,1.618415026733738
20,2,P,Piedmont,45,,S3UPTS6160730,,Y,4424.295454276611054,180131.388793088233797,0.180131388793088
21,2,P,Piedmont,47,,S3DNTS7160730,,Y,4424.295454276611054,180131.388793088233797,0.180131388793088
22,2,P,Piedmont,46,,S3INTSINFLOW3160730,,Y,33300.368230095169565,4597460.422582254745066,4.597460422582254
23,2,P,Piedmont,47,,S3DNTS7160730,,Y,33300.368230095169565,4597460.422582254745066,4.597460422582254
24,4,R,Bedrock,60,,siteSCoutlet170710,,Y,676.846525064837579,16739.631751501292456,0.016739631751501
25,4,R,Bedrock,61,,siteSCoutlet170807,,Y,676.846525064837579,16739.631751501292456,0.016739631751501
26,6,M,Moraine,60,,siteSCoutlet170710,,Y,68625.195852765333257,22572660.995135013014078,22.572660995135013
27,6,M,Moraine,61,,siteSCoutlet170807,,Y,68625.195852765333257,22572660.995135013014078,22.572660995135013
28,9,C,Colluvial,45,,S3UPTS6160730,,Y,1933.160845473828203,141615.394750507344725,0.141615394750507
29,9,C,Colluvial,47,,S3DNTS7160730,,Y,1933.160845473828203,141615.394750507344725,0.141615394750507
30,9,C,Colluvial,46,,S3INTSINFLOW3160730,,Y,37092.536925396721927,8037477.374111324548721,8.037477374111324
31,9,C,Colluvial,47,,S3DNTS7160730,,Y,37092.536925396721927,8037477.374111324548721,8.037477374111324
32,9,C,Colluvial,60,,siteSCoutlet170710,,Y,28860.421550422728615,3242746.069161023478955,3.242746069161023
33,9,C,Colluvial,61,,siteSCoutlet170807,,Y,28860.421550422728615,3242746.069161023478955,3.242746069161023
34,10,A,Alluvial,60,,siteSCoutlet170710,,Y,25576.278962495125597,4679506.925582842901349,4.679506925582842
35,10,A,Alluvial,61,,siteSCoutlet170807,,Y,25576.278962495125597,4679506.925582842901349,4.679506925582842
36,2,P,Piedmont,9,,site53,,Y,1280.226534835160464,51063.929523824699572,0.051063929523825
37,2,P,Piedmont,46,,S3INTSINFLOW3160730,,Y,1280.226534835160464,51063.929523824699572,0.051063929523825
38,2,P,Piedmont,47,,S3DNTS7160730,,Y,1280.226534835160464,51063.929523824699572,0.051063929523825
39,2,P,Piedmont,10,,site27,,Y,3650.660768097509845,316330.035277959599625,0.316330035277960
40,2,P,Piedmont,46,,S3INTSINFLOW3160730,,Y,3650.660768097509845,316330.035277959599625,0.316330035277960
41,2,P,Piedmont,47,,S3DNTS7160730,,Y,3650.660768097509845,316330.035277959599625,0.316330035277960
42,2,P,Piedmont,17,,SDDNTS400150704,,Y,514.226429149723458,9991.268657087071915,0.009991268657087
43,2,P,Piedmont,46,,S3INTSINFLOW3160730,,Y,514.226429149723458,9991.268657087071915,0.009991268657087
44,2,P,Piedmont,47,,S3DNTS7160730,,Y,514.226429149723458,9991.268657087071915,0.009991268657087
45,2,P,Piedmont,44,,S2DNTS5160617,,Y,618.614779329798921,5480.178822270215278,0.005480178822270
46,2,P,Piedmont,45,,S3UPTS6160730,,Y,618.614779329798921,5480.178822270215278,0.005480178822270
47,2,P,Piedmont,47,,S3DNTS7160730,,Y,618.614779329798921,5480.178822270215278,0.005480178822270
48,6,M,Moraine,59,,siteSC-9A,,Y,108062.133303428374347,42869137.725640997290611,42.869137725640996
49,6,M,Moraine,60,,siteSCoutlet170710,,Y,108062.133303428374347,42869137.725640997290611,42.869137725640996
50,6,M,Moraine,61,,siteSCoutlet170807,,Y,108062.133303428374347,42869137.725640997290611,42.869137725640996
51,9,C,Colluvial,8,,site42,,Y,11471.621295412012842,4228536.390951587818563,4.228536390951588
52,9,C,Colluvial,46,,S3INTSINFLOW3160730,,Y,11471.621295412012842,4228536.390951587818563,4.228536390951588
53,9,C,Colluvial,47,,S3DNTS7160730,,Y,11471.621295412012842,4228536.390951587818563,4.228536390951588
54,9,C,Colluvial,9,,site53,,Y,9266.579639014862551,1699875.061429466819391,1.699875061429467
55,9,C,Colluvial,46,,S3INTSINFLOW3160730,,Y,9266.579639014862551,1699875.061429466819391,1.699875061429467
56,9,C,Colluvial,47,,S3DNTS7160730,,Y,9266.579639014862551,1699875.061429466819391,1.699875061429467
57,9,C,Colluvial,10,,site27,,Y,6022.073046724824962,550773.338802820770070,0.550773338802821
58,9,C,Colluvial,46,,S3INTSINFLOW3160730,,Y,6022.073046724824962,550773.338802820770070,0.550773338802821
59,9,C,Colluvial,47,,S3DNTS7160730,,Y,6022.073046724824962,550773.338802820770070,0.550773338802821
60,9,C,Colluvial,17,,SDDNTS400150704,,Y,3560.769197762779640,33143.663078957906691,0.033143663078958
61,9,C,Colluvial,46,,S3INTSINFLOW3160730,,Y,3560.769197762779640,33143.663078957906691,0.033143663078958
62,9,C,Colluvial,47,,S3DNTS7160730,,Y,3560.769197762779640,33143.663078957906691,0.033143663078958
63,9,C,Colluvial,44,,S2DNTS5160617,,Y,1009.746725634926747,12126.592978249931548,0.012126592978250
64,9,C,Colluvial,45,,S3UPTS6160730,,Y,1009.746725634926747,12126.592978249931548,0.012126592978250
65,9,C,Colluvial,47,,S3DNTS7160730,,Y,1009.746725634926747,12126.592978249931548,0.012126592978250
66,9,C,Colluvial,59,,siteSC-9A,,Y,60640.326309666132147,5827274.474200355820358,5.827274474200355
67,9,C,Colluvial,60,,siteSCoutlet170710,,Y,60640.326309666132147,5827274.474200355820358,5.827274474200355
68,9,C,Colluvial,61,,siteSCoutlet170807,,Y,60640.326309666132147,5827274.474200355820358,5.827274474200355
69,10,A,Alluvial,59,,siteSC-9A,,Y,26351.959115825131448,5798577.175826875492930,5.798577175826876
70,10,A,Alluvial,60,,siteSCoutlet170710,,Y,26351.959115825131448,5798577.175826875492930,5.798577175826876
71,10,A,Alluvial,61,,siteSCoutlet170807,,Y,26351.959115825131448,5798577.175826875492930,5.798577175826876
72,2,P,Piedmont,16,,SDDNTS300150704,,Y,617.733040619933490,7564.341194809055196,0.007564341194809
73,2,P,Piedmont,17,,SDDNTS400150704,,Y,617.733040619933490,7564.341194809055196,0.007564341194809
74,2,P,Piedmont,46,,S3INTSINFLOW3160730,,Y,617.733040619933490,7564.341194809055196,0.007564341194809
75,2,P,Piedmont,47,,S3DNTS7160730,,Y,617.733040619933490,7564.341194809055196,0.007564341194809
76,2,P,Piedmont,42,,S2UPTS4160617,,Y,4265.293572679173849,621973.873288231552579,0.621973873288232
77,2,P,Piedmont,44,,S2DNTS5160617,,Y,4265.293572679173849,621973.873288231552579,0.621973873288232
78,2,P,Piedmont,45,,S3UPTS6160730,,Y,4265.293572679173849,621973.873288231552579,0.621973873288232
79,2,P,Piedmont,47,,S3DNTS7160730,,Y,4265.293572679173849,621973.873288231552579,0.621973873288232
80,2,P,Piedmont,43,,S2INTSINFLOW2160617,,Y,20337.636075820522819,4655164.592558623291552,4.655164592558623
81,2,P,Piedmont,44,,S2DNTS5160617,,Y,20337.636075820522819,4655164.592558623291552,4.655164592558623
82,2,P,Piedmont,45,,S3UPTS6160730,,Y,20337.636075820522819,4655164.592558623291552,4.655164592558623
83,2,P,Piedmont,47,,S3DNTS7160730,,Y,20337.636075820522819,4655164.592558623291552,4.655164592558623
84,6,M,Moraine,56,,site12-1,,Y,3831.035084608192392,211604.979220432782313,0.211604979220433
85,6,M,Moraine,59,,siteSC-9A,,Y,3831.035084608192392,211604.979220432782313,0.211604979220433
86,6,M,Moraine,60,,siteSCoutlet170710,,Y,3831.035084608192392,211604.979220432782313,0.211604979220433
87,6,M,Moraine,61,,siteSCoutlet170807,,Y,3831.035084608192392,211604.979220432782313,0.211604979220433
88,6,M,Moraine,57,,SC-8B,,Y,54957.523977594319149,15084339.027392834424973,15.084339027392835
89,6,M,Moraine,59,,siteSC-9A,,Y,54957.523977594319149,15084339.027392834424973,15.084339027392835
90,6,M,Moraine,60,,siteSCoutlet170710,,Y,54957.523977594319149,15084339.027392834424973,15.084339027392835
91,6,M,Moraine,61,,siteSCoutlet170807,,Y,54957.523977594319149,15084339.027392834424973,15.084339027392835
92,6,M,Moraine,58,,site14,,Y,59259.639208976375812,23760299.752424575388432,23.760299752424576
93,6,M,Moraine,59,,siteSC-9A,,Y,59259.639208976375812,23760299.752424575388432,23.760299752424576
94,6,M,Moraine,60,,siteSCoutlet170710,,Y,59259.639208976375812,23760299.752424575388432,23.760299752424576
95,6,M,Moraine,61,,siteSCoutlet170807,,Y,59259.639208976375812,23760299.752424575388432,23.760299752424576
96,9,C,Colluvial,16,,SDDNTS300150704,,Y,5345.980107640762981,87080.749283446290065,0.087080749283446
97,9,C,Colluvial,17,,SDDNTS400150704,,Y,5345.980107640762981,87080.749283446290065,0.087080749283446
98,9,C,Colluvial,46,,S3INTSINFLOW3160730,,Y,5345.980107640762981,87080.749283446290065,0.087080749283446
99,9,C,Colluvial,47,,S3DNTS7160730,,Y,5345.980107640762981,87080.749283446290065,0.087080749283446
100,9,C,Colluvial,42,,S2UPTS4160617,,Y,3028.631413105566480,286455.340212710201740,0.286455340212710
101,9,C,Colluvial,44,,S2DNTS5160617,,Y,3028.631413105566480,286455.340212710201740,0.286455340212710
102,9,C,Colluvial,45,,S3UPTS6160730,,Y,3028.631413105566480,286455.340212710201740,0.286455340212710
103,9,C,Colluvial,47,,S3DNTS7160730,,Y,3028.631413105566480,286455.340212710201740,0.286455340212710
104,9,C,Colluvial,43,,S2INTSINFLOW2160617,,Y,20732.858821047691890,4316679.592696007341146,4.316679592696008
105,9,C,Colluvial,44,,S2DNTS5160617,,Y,20732.858821047691890,4316679.592696007341146,4.316679592696008
106,9,C,Colluvial,45,,S3UPTS6160730,,Y,20732.858821047691890,4316679.592696007341146,4.316679592696008
107,9,C,Colluvial,47,,S3DNTS7160730,,Y,20732.858821047691890,4316679.592696007341146,4.316679592696008
108,9,C,Colluvial,57,,SC-8B,,Y,42608.250948159307882,8025311.923923027701676,8.025311923923027
109,9,C,Colluvial,59,,siteSC-9A,,Y,42608.250948159307882,8025311.923923027701676,8.025311923923027
110,9,C,Colluvial,60,,siteSCoutlet170710,,Y,42608.250948159307882,8025311.923923027701676,8.025311923923027
111,9,C,Colluvial,61,,siteSCoutlet170807,,Y,42608.250948159307882,8025311.923923027701676,8.025311923923027
112,9,C,Colluvial,58,,site14,,Y,16982.600685765886737,1904243.144570551346987,1.904243144570551
113,9,C,Colluvial,59,,siteSC-9A,,Y,16982.600685765886737,1904243.144570551346987,1.904243144570551
114,9,C,Colluvial,60,,siteSCoutlet170710,,Y,16982.600685765886737,1904243.144570551346987,1.904243144570551
115,9,C,Colluvial,61,,siteSCoutlet170807,,Y,16982.600685765886737,1904243.144570551346987,1.904243144570551
116,10,A,Alluvial,57,,SC-8B,,Y,19594.115012215723254,2824561.834668295457959,2.824561834668295
117,10,A,Alluvial,59,,siteSC-9A,,Y,19594.115012215723254,2824561.834668295457959,2.824561834668295
118,10,A,Alluvial,60,,siteSCoutlet170710,,Y,19594.115012215723254,2824561.834668295457959,2.824561834668295
119,10,A,Alluvial,61,,siteSCoutlet170807,,Y,19594.115012215723254,2824561.834668295457959,2.824561834668295
120,10,A,Alluvial,58,,site14,,Y,2236.993126120933539,46396.229016230528941,0.046396229016231
121,10,A,Alluvial,59,,siteSC-9A,,Y,2236.993126120933539,46396.229016230528941,0.046396229016231
122,10,A,Alluvial,60,,siteSCoutlet170710,,Y,2236.993126120933539,46396.229016230528941,0.046396229016231
123,10,A,Alluvial,61,,siteSCoutlet170807,,Y,2236.993126120933539,46396.229016230528941,0.046396229016231
124,2,P,Piedmont,15,,SDDNTS200150704,,Y,119.095299307720580,532.709093927649405,0.000532709093928
125,2,P,Piedmont,16,,SDDNTS300150704,,Y,119.095299307720580,532.709093927649405,0.000532709093928
126,2,P,Piedmont,17,,SDDNTS400150704,,Y,119.095299307720580,532.709093927649405,0.000532709093928
127,2,P,Piedmont,46,,S3INTSINFLOW3160730,,Y,119.095299307720580,532.709093927649405,0.000532709093928
128,2,P,Piedmont,47,,S3DNTS7160730,,Y,119.095299307720580,532.709093927649405,0.000532709093928
129,2,P,Piedmont,55,,siteDC-4,,Y,19077.397296751041722,7468225.809989708475769,7.468225809989709
130,2,P,Piedmont,57,,SC-8B,,Y,19077.397296751041722,7468225.809989708475769,7.468225809989709
131,2,P,Piedmont,59,,siteSC-9A,,Y,19077.397296751041722,7468225.809989708475769,7.468225809989709
132,2,P,Piedmont,60,,siteSCoutlet170710,,Y,19077.397296751041722,7468225.809989708475769,7.468225809989709
133,2,P,Piedmont,61,,siteSCoutlet170807,,Y,19077.397296751041722,7468225.809989708475769,7.468225809989709
134,2,P,Piedmont,57,,SC-8B,,Y,9250.907651713390806,2528185.272336165420711,2.528185272336165
135,2,P,Piedmont,59,,siteSC-9A,,Y,9250.907651713390806,2528185.272336165420711,2.528185272336165
136,2,P,Piedmont,60,,siteSCoutlet170710,,Y,9250.907651713390806,2528185.272336165420711,2.528185272336165
137,2,P,Piedmont,61,,siteSCoutlet170807,,Y,9250.907651713390806,2528185.272336165420711,2.528185272336165
138,2,P,Piedmont,83,,siteSC-7B,,Y,9250.907651713390806,2528185.272336165420711,2.528185272336165
139,5,O,Organic,55,,siteDC-4,,Y,1122.280442339529145,50078.429576169517532,0.050078429576170
140,5,O,Organic,57,,SC-8B,,Y,1122.280442339529145,50078.429576169517532,0.050078429576170
141,5,O,Organic,59,,siteSC-9A,,Y,1122.280442339529145,50078.429576169517532,0.050078429576170
142,5,O,Organic,60,,siteSCoutlet170710,,Y,1122.280442339529145,50078.429576169517532,0.050078429576170
143,5,O,Organic,61,,siteSCoutlet170807,,Y,1122.280442339529145,50078.429576169517532,0.050078429576170
144,6,M,Moraine,55,,siteDC-4,,Y,130606.196009210631019,63916194.655838266015053,63.916194655838261
145,6,M,Moraine,57,,SC-8B,,Y,130606.196009210631019,63916194.655838266015053,63.916194655838261
146,6,M,Moraine,59,,siteSC-9A,,Y,130606.196009210631019,63916194.655838266015053,63.916194655838261
147,6,M,Moraine,60,,siteSCoutlet170710,,Y,130606.196009210631019,63916194.655838266015053,63.916194655838261
148,6,M,Moraine,61,,siteSCoutlet170807,,Y,130606.196009210631019,63916194.655838266015053,63.916194655838261
149,6,M,Moraine,57,,SC-8B,,Y,48557.577694493280433,16953221.812276471406221,16.953221812276471
150,6,M,Moraine,59,,siteSC-9A,,Y,48557.577694493280433,16953221.812276471406221,16.953221812276471
151,6,M,Moraine,60,,siteSCoutlet170710,,Y,48557.577694493280433,16953221.812276471406221,16.953221812276471
152,6,M,Moraine,61,,siteSCoutlet170807,,Y,48557.577694493280433,16953221.812276471406221,16.953221812276471
153,6,M,Moraine,83,,siteSC-7B,,Y,48557.577694493280433,16953221.812276471406221,16.953221812276471
154,8,G,Glaciogenic,55,,siteDC-4,,Y,1697.836217362880916,196673.128734018624527,0.196673128734019
155,8,G,Glaciogenic,57,,SC-8B,,Y,1697.836217362880916,196673.128734018624527,0.196673128734019
156,8,G,Glaciogenic,59,,siteSC-9A,,Y,1697.836217362880916,196673.128734018624527,0.196673128734019
157,8,G,Glaciogenic,60,,siteSCoutlet170710,,Y,1697.836217362880916,196673.128734018624527,0.196673128734019
158,8,G,Glaciogenic,61,,siteSCoutlet170807,,Y,1697.836217362880916,196673.128734018624527,0.196673128734019
159,8,G,Glaciogenic,57,,SC-8B,,Y,4139.264274642031523,181230.035793821240077,0.181230035793821
160,8,G,Glaciogenic,59,,siteSC-9A,,Y,4139.264274642031523,181230.035793821240077,0.181230035793821
161,8,G,Glaciogenic,60,,siteSCoutlet170710,,Y,4139.264274642031523,181230.035793821240077,0.181230035793821
162,8,G,Glaciogenic,61,,siteSCoutlet170807,,Y,4139.264274642031523,181230.035793821240077,0.181230035793821
163,8,G,Glaciogenic,83,,siteSC-7B,,Y,4139.264274642031523,181230.035793821240077,0.181230035793821
164,9,C,Colluvial,15,,SDDNTS200150704,,Y,3697.591345547289620,49507.176165290889912,0.049507176165291
165,9,C,Colluvial,16,,SDDNTS300150704,,Y,3697.591345547289620,49507.176165290889912,0.049507176165291
166,9,C,Colluvial,17,,SDDNTS400150704,,Y,3697.591345547289620,49507.176165290889912,0.049507176165291
167,9,C,Colluvial,46,,S3INTSINFLOW3160730,,Y,3697.591345547289620,49507.176165290889912,0.049507176165291
168,9,C,Colluvial,47,,S3DNTS7160730,,Y,3697.591345547289620,49507.176165290889912,0.049507176165291
169,9,C,Colluvial,41,,HADNTS3160726,,Y,193.510604258430845,1048.220948238413712,0.001048220948238
170,9,C,Colluvial,42,,S2UPTS4160617,,Y,193.510604258430845,1048.220948238413712,0.001048220948238
171,9,C,Colluvial,44,,S2DNTS5160617,,Y,193.510604258430845,1048.220948238413712,0.001048220948238
172,9,C,Colluvial,45,,S3UPTS6160730,,Y,193.510604258430845,1048.220948238413712,0.001048220948238
173,9,C,Colluvial,47,,S3DNTS7160730,,Y,193.510604258430845,1048.220948238413712,0.001048220948238
174,9,C,Colluvial,55,,siteDC-4,,Y,95040.482320835348219,14310791.820381689816713,14.310791820381690
175,9,C,Colluvial,57,,SC-8B,,Y,95040.482320835348219,14310791.820381689816713,14.310791820381690
176,9,C,Colluvial,59,,siteSC-9A,,Y,95040.482320835348219,14310791.820381689816713,14.310791820381690
177,9,C,Colluvial,60,,siteSCoutlet170710,,Y,95040.482320835348219,14310791.820381689816713,14.310791820381690
178,9,C,Colluvial,61,,siteSCoutlet170807,,Y,95040.482320835348219,14310791.820381689816713,14.310791820381690
179,9,C,Colluvial,57,,SC-8B,,Y,42028.600725660908211,10444845.477797530591488,10.444845477797530
180,9,C,Colluvial,59,,siteSC-9A,,Y,42028.600725660908211,10444845.477797530591488,10.444845477797530
181,9,C,Colluvial,60,,siteSCoutlet170710,,Y,42028.600725660908211,10444845.477797530591488,10.444845477797530
182,9,C,Colluvial,61,,siteSCoutlet170807,,Y,42028.600725660908211,10444845.477797530591488,10.444845477797530
183,9,C,Colluvial,83,,siteSC-7B,,Y,42028.600725660908211,10444845.477797530591488,10.444845477797530
184,10,A,Alluvial,55,,siteDC-4,,Y,30350.865654104207351,2337818.975823844317347,2.337818975823844
185,10,A,Alluvial,57,,SC-8B,,Y,30350.865654104207351,2337818.975823844317347,2.337818975823844
186,10,A,Alluvial,59,,siteSC-9A,,Y,30350.865654104207351,2337818.975823844317347,2.337818975823844
187,10,A,Alluvial,60,,siteSCoutlet170710,,Y,30350.865654104207351,2337818.975823844317347,2.337818975823844
188,10,A,Alluvial,61,,siteSCoutlet170807,,Y,30350.865654104207351,2337818.975823844317347,2.337818975823844
189,10,A,Alluvial,57,,SC-8B,,Y,17649.433904701647407,2519160.168509517330676,2.519160168509517
190,10,A,Alluvial,59,,siteSC-9A,,Y,17649.433904701647407,2519160.168509517330676,2.519160168509517
191,10,A,Alluvial,60,,siteSCoutlet170710,,Y,17649.433904701647407,2519160.168509517330676,2.519160168509517
192,10,A,Alluvial,61,,siteSCoutlet170807,,Y,17649.433904701647407,2519160.168509517330676,2.519160168509517
193,10,A,Alluvial,83,,siteSC-7B,,Y,17649.433904701647407,2519160.168509517330676,2.519160168509517
194,2,P,Piedmont,39,,HAUPTS22160726,,Y,838.204598709753895,7546.129887496494121,0.007546129887496
195,2,P,Piedmont,41,,HADNTS3160726,,Y,838.204598709753895,7546.129887496494121,0.007546129887496
196,2,P,Piedmont,42,,S2UPTS4160617,,Y,838.204598709753895,7546.129887496494121,0.007546129887496
197,2,P,Piedmont,44,,S2DNTS5160617,,Y,838.204598709753895,7546.129887496494121,0.007546129887496
198,2,P,Piedmont,45,,S3UPTS6160730,,Y,838.204598709753895,7546.129887496494121,0.007546129887496
199,2,P,Piedmont,47,,S3DNTS7160730,,Y,838.204598709753895,7546.129887496494121,0.007546129887496
200,2,P,Piedmont,40,,HAINTSINFLOW1160617,,Y,7906.459733419605982,1059022.639493247494102,1.059022639493247
201,2,P,Piedmont,41,,HADNTS3160726,,Y,7906.459733419605982,1059022.639493247494102,1.059022639493247
202,2,P,Piedmont,42,,S2UPTS4160617,,Y,7906.459733419605982,1059022.639493247494102,1.059022639493247
203,2,P,Piedmont,44,,S2DNTS5160617,,Y,7906.459733419605982,1059022.639493247494102,1.059022639493247
204,2,P,Piedmont,45,,S3UPTS6160730,,Y,7906.459733419605982,1059022.639493247494102,1.059022639493247
205,2,P,Piedmont,47,,S3DNTS7160730,,Y,7906.459733419605982,1059022.639493247494102,1.059022639493247
206,2,P,Piedmont,51,,site10,,Y,145194.040324661531486,45604063.475904025137424,45.604063475904020
207,2,P,Piedmont,55,,siteDC-4,,Y,145194.040324661531486,45604063.475904025137424,45.604063475904020
208,2,P,Piedmont,57,,SC-8B,,Y,145194.040324661531486,45604063.475904025137424,45.604063475904020
209,2,P,Piedmont,59,,siteSC-9A,,Y,145194.040324661531486,45604063.475904025137424,45.604063475904020
210,2,P,Piedmont,60,,siteSCoutlet170710,,Y,145194.040324661531486,45604063.475904025137424,45.604063475904020
211,2,P,Piedmont,61,,siteSCoutlet170807,,Y,145194.040324661531486,45604063.475904025137424,45.604063475904020
212,2,P,Piedmont,54,,siteDC-3,,Y,6731.054304619266077,1545218.652933409437537,1.545218652933409
213,2,P,Piedmont,55,,siteDC-4,,Y,6731.054304619266077,1545218.652933409437537,1.545218652933409
214,2,P,Piedmont,57,,SC-8B,,Y,6731.054304619266077,1545218.652933409437537,1.545218652933409
215,2,P,Piedmont,59,,siteSC-9A,,Y,6731.054304619266077,1545218.652933409437537,1.545218652933409
216,2,P,Piedmont,60,,siteSCoutlet170710,,Y,6731.054304619266077,1545218.652933409437537,1.545218652933409
217,2,P,Piedmont,61,,siteSCoutlet170807,,Y,6731.054304619266077,1545218.652933409437537,1.545218652933409
218,2,P,Piedmont,57,,SC-8B,,Y,175848.346491120901192,66588644.110234782099724,66.588644110234782
219,2,P,Piedmont,59,,siteSC-9A,,Y,175848.346491120901192,66588644.110234782099724,66.588644110234782
220,2,P,Piedmont,60,,siteSCoutlet170710,,Y,175848.346491120901192,66588644.110234782099724,66.588644110234782
221,2,P,Piedmont,61,,siteSCoutlet170807,,Y,175848.346491120901192,66588644.110234782099724,66.588644110234782
222,2,P,Piedmont,80,,siteSC-6B,,Y,175848.346491120901192,66588644.110234782099724,66.588644110234782
223,2,P,Piedmont,83,,siteSC-7B,,Y,175848.346491120901192,66588644.110234782099724,66.588644110234782
224,2,P,Piedmont,57,,SC-8B,,Y,19159.062529478233046,6090804.310379320755601,6.090804310379321
225,2,P,Piedmont,59,,siteSC-9A,,Y,19159.062529478233046,6090804.310379320755601,6.090804310379321
226,2,P,Piedmont,60,,siteSCoutlet170710,,Y,19159.062529478233046,6090804.310379320755601,6.090804310379321
227,2,P,Piedmont,61,,siteSCoutlet170807,,Y,19159.062529478233046,6090804.310379320755601,6.090804310379321
228,2,P,Piedmont,81,,site9alt,,Y,19159.062529478233046,6090804.310379320755601,6.090804310379321
229,2,P,Piedmont,83,,siteSC-7B,,Y,19159.062529478233046,6090804.310379320755601,6.090804310379321
230,5,O,Organic,51,,site10,,Y,28440.388961442906293,2712949.016767160501331,2.712949016767160
231,5,O,Organic,55,,siteDC-4,,Y,28440.388961442906293,2712949.016767160501331,2.712949016767160
232,5,O,Organic,57,,SC-8B,,Y,28440.388961442906293,2712949.016767160501331,2.712949016767160
233,5,O,Organic,59,,siteSC-9A,,Y,28440.388961442906293,2712949.016767160501331,2.712949016767160
234,5,O,Organic,60,,siteSCoutlet170710,,Y,28440.388961442906293,2712949.016767160501331,2.712949016767160
235,5,O,Organic,61,,siteSCoutlet170807,,Y,28440.388961442906293,2712949.016767160501331,2.712949016767160
236,5,O,Organic,57,,SC-8B,,Y,23102.825432333338540,2008519.428469603182748,2.008519428469603
237,5,O,Organic,59,,siteSC-9A,,Y,23102.825432333338540,2008519.428469603182748,2.008519428469603
238,5,O,Organic,60,,siteSCoutlet170710,,Y,23102.825432333338540,2008519.428469603182748,2.008519428469603
239,5,O,Organic,61,,siteSCoutlet170807,,Y,23102.825432333338540,2008519.428469603182748,2.008519428469603
240,5,O,Organic,80,,siteSC-6B,,Y,23102.825432333338540,2008519.428469603182748,2.008519428469603
241,5,O,Organic,83,,siteSC-7B,,Y,23102.825432333338540,2008519.428469603182748,2.008519428469603
242,6,M,Moraine,51,,site10,,Y,58647.728932083737163,22658974.226950597018003,22.658974226950598
243,6,M,Moraine,55,,siteDC-4,,Y,58647.728932083737163,22658974.226950597018003,22.658974226950598
244,6,M,Moraine,57,,SC-8B,,Y,58647.728932083737163,22658974.226950597018003,22.658974226950598
245,6,M,Moraine,59,,siteSC-9A,,Y,58647.728932083737163,22658974.226950597018003,22.658974226950598
246,6,M,Moraine,60,,siteSCoutlet170710,,Y,58647.728932083737163,22658974.226950597018003,22.658974226950598
247,6,M,Moraine,61,,siteSCoutlet170807,,Y,58647.728932083737163,22658974.226950597018003,22.658974226950598
248,6,M,Moraine,54,,siteDC-3,,Y,45031.500077487486124,15134653.677976824343204,15.134653677976823
249,6,M,Moraine,55,,siteDC-4,,Y,45031.500077487486124,15134653.677976824343204,15.134653677976823
250,6,M,Moraine,57,,SC-8B,,Y,45031.500077487486124,15134653.677976824343204,15.134653677976823
251,6,M,Moraine,59,,siteSC-9A,,Y,45031.500077487486124,15134653.677976824343204,15.134653677976823
252,6,M,Moraine,60,,siteSCoutlet170710,,Y,45031.500077487486124,15134653.677976824343204,15.134653677976823
253,6,M,Moraine,61,,siteSCoutlet170807,,Y,45031.500077487486124,15134653.677976824343204,15.134653677976823
254,6,M,Moraine,57,,SC-8B,,Y,19456.442438266985846,3523126.035182653926313,3.523126035182654
255,6,M,Moraine,59,,siteSC-9A,,Y,19456.442438266985846,3523126.035182653926313,3.523126035182654
256,6,M,Moraine,60,,siteSCoutlet170710,,Y,19456.442438266985846,3523126.035182653926313,3.523126035182654
