OID_,FID_Ch5_region_surf_geol_NAD83UTMZn8N,Type,Name,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name_1,WatershedArea,LakeAddCheck,Shape_Length,Shape_Area,polygonareakm2
1259,9,C,Colluvial,37,,SEDNTS1000150821,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1260,9,C,Colluvial,38,,HAUPTS2160617,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1261,9,C,Colluvial,39,,HAUPTS22160726,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1262,9,C,Colluvial,41,,HADNTS3160726,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1263,9,C,Colluvial,42,,S2UPTS4160617,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1264,9,C,Colluvial,44,,S2DNTS5160617,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1265,9,C,Colluvial,45,,S3UPTS6160730,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1266,9,C,Colluvial,47,,S3DNTS7160730,,Y,1440.358295994265745,17787.298709421364038,0.017787298709421
1267,2,P,Piedmont,23,,SEDNTS100150706,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1268,2,P,Piedmont,24,,SEDNTS100150821,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1269,2,P,Piedmont,25,,SEDNTS200150706,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1270,2,P,Piedmont,26,,SEDNTS200150821,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1271,2,P,Piedmont,27,,SEDNTSA160725,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1272,2,P,Piedmont,29,,SEDNTSC160725,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1273,2,P,Piedmont,30,,SEDNTS400150706,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1274,2,P,Piedmont,31,,SEDNTS400150821,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1275,2,P,Piedmont,32,,SEDNTS600150706,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1276,2,P,Piedmont,33,,SEDNTS600150821,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1277,2,P,Piedmont,34,,SEDNTS800150706,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1278,2,P,Piedmont,35,,SEDNTS800150821,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1279,2,P,Piedmont,36,,SEDNTS1000150706,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1280,2,P,Piedmont,37,,SEDNTS1000150821,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1281,2,P,Piedmont,38,,HAUPTS2160617,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1282,2,P,Piedmont,39,,HAUPTS22160726,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1283,2,P,Piedmont,41,,HADNTS3160726,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1284,2,P,Piedmont,42,,S2UPTS4160617,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1285,2,P,Piedmont,44,,S2DNTS5160617,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1286,2,P,Piedmont,45,,S3UPTS6160730,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1287,2,P,Piedmont,47,,S3DNTS7160730,,Y,1823.173726984736504,11407.028547861762490,0.011407028547862
1288,9,C,Colluvial,23,,SEDNTS100150706,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1289,9,C,Colluvial,24,,SEDNTS100150821,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1290,9,C,Colluvial,25,,SEDNTS200150706,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1291,9,C,Colluvial,26,,SEDNTS200150821,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1292,9,C,Colluvial,27,,SEDNTSA160725,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1293,9,C,Colluvial,29,,SEDNTSC160725,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1294,9,C,Colluvial,30,,SEDNTS400150706,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1295,9,C,Colluvial,31,,SEDNTS400150821,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1296,9,C,Colluvial,32,,SEDNTS600150706,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1297,9,C,Colluvial,33,,SEDNTS600150821,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1298,9,C,Colluvial,34,,SEDNTS800150706,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1299,9,C,Colluvial,35,,SEDNTS800150821,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1300,9,C,Colluvial,36,,SEDNTS1000150706,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1301,9,C,Colluvial,37,,SEDNTS1000150821,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1302,9,C,Colluvial,38,,HAUPTS2160617,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1303,9,C,Colluvial,39,,HAUPTS22160726,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1304,9,C,Colluvial,41,,HADNTS3160726,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1305,9,C,Colluvial,42,,S2UPTS4160617,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1306,9,C,Colluvial,44,,S2DNTS5160617,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1307,9,C,Colluvial,45,,S3UPTS6160730,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1308,9,C,Colluvial,47,,S3DNTS7160730,,Y,1695.169441543452422,22981.957971104598982,0.022981957971105
1309,2,P,Piedmont,22,,SEDN160617,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1310,2,P,Piedmont,23,,SEDNTS100150706,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1311,2,P,Piedmont,24,,SEDNTS100150821,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1312,2,P,Piedmont,25,,SEDNTS200150706,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1313,2,P,Piedmont,26,,SEDNTS200150821,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1314,2,P,Piedmont,27,,SEDNTSA160725,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1315,2,P,Piedmont,29,,SEDNTSC160725,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1316,2,P,Piedmont,30,,SEDNTS400150706,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1317,2,P,Piedmont,31,,SEDNTS400150821,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1318,2,P,Piedmont,32,,SEDNTS600150706,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1319,2,P,Piedmont,33,,SEDNTS600150821,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1320,2,P,Piedmont,34,,SEDNTS800150706,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1321,2,P,Piedmont,35,,SEDNTS800150821,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1322,2,P,Piedmont,36,,SEDNTS1000150706,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1323,2,P,Piedmont,37,,SEDNTS1000150821,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1324,2,P,Piedmont,38,,HAUPTS2160617,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1325,2,P,Piedmont,39,,HAUPTS22160726,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1326,2,P,Piedmont,41,,HADNTS3160726,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1327,2,P,Piedmont,42,,S2UPTS4160617,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1328,2,P,Piedmont,44,,S2DNTS5160617,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1329,2,P,Piedmont,45,,S3UPTS6160730,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1330,2,P,Piedmont,47,,S3DNTS7160730,,Y,1279.145734615567562,11354.480637759645106,0.011354480637760
1331,9,C,Colluvial,22,,SEDN160617,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1332,9,C,Colluvial,23,,SEDNTS100150706,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1333,9,C,Colluvial,24,,SEDNTS100150821,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1334,9,C,Colluvial,25,,SEDNTS200150706,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1335,9,C,Colluvial,26,,SEDNTS200150821,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1336,9,C,Colluvial,27,,SEDNTSA160725,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1337,9,C,Colluvial,29,,SEDNTSC160725,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1338,9,C,Colluvial,30,,SEDNTS400150706,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1339,9,C,Colluvial,31,,SEDNTS400150821,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1340,9,C,Colluvial,32,,SEDNTS600150706,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1341,9,C,Colluvial,33,,SEDNTS600150821,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1342,9,C,Colluvial,34,,SEDNTS800150706,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1343,9,C,Colluvial,35,,SEDNTS800150821,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1344,9,C,Colluvial,36,,SEDNTS1000150706,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1345,9,C,Colluvial,37,,SEDNTS1000150821,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1346,9,C,Colluvial,38,,HAUPTS2160617,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1347,9,C,Colluvial,39,,HAUPTS22160726,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1348,9,C,Colluvial,41,,HADNTS3160726,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1349,9,C,Colluvial,42,,S2UPTS4160617,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1350,9,C,Colluvial,44,,S2DNTS5160617,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1351,9,C,Colluvial,45,,S3UPTS6160730,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1352,9,C,Colluvial,47,,S3DNTS7160730,,Y,1473.540945697716552,19258.356097591375146,0.019258356097591
1353,2,P,Piedmont,21,,SEDN150706,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1354,2,P,Piedmont,22,,SEDN160617,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1355,2,P,Piedmont,23,,SEDNTS100150706,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1356,2,P,Piedmont,24,,SEDNTS100150821,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1357,2,P,Piedmont,25,,SEDNTS200150706,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1358,2,P,Piedmont,26,,SEDNTS200150821,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1359,2,P,Piedmont,27,,SEDNTSA160725,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1360,2,P,Piedmont,29,,SEDNTSC160725,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1361,2,P,Piedmont,30,,SEDNTS400150706,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1362,2,P,Piedmont,31,,SEDNTS400150821,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1363,2,P,Piedmont,32,,SEDNTS600150706,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1364,2,P,Piedmont,33,,SEDNTS600150821,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1365,2,P,Piedmont,34,,SEDNTS800150706,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1366,2,P,Piedmont,35,,SEDNTS800150821,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1367,2,P,Piedmont,36,,SEDNTS1000150706,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1368,2,P,Piedmont,37,,SEDNTS1000150821,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1369,2,P,Piedmont,38,,HAUPTS2160617,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1370,2,P,Piedmont,39,,HAUPTS22160726,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1371,2,P,Piedmont,41,,HADNTS3160726,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1372,2,P,Piedmont,42,,S2UPTS4160617,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1373,2,P,Piedmont,44,,S2DNTS5160617,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1374,2,P,Piedmont,45,,S3UPTS6160730,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1375,2,P,Piedmont,47,,S3DNTS7160730,,Y,2052.248941311931503,43192.633301297573780,0.043192633301298
1376,9,C,Colluvial,21,,SEDN150706,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1377,9,C,Colluvial,22,,SEDN160617,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1378,9,C,Colluvial,23,,SEDNTS100150706,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1379,9,C,Colluvial,24,,SEDNTS100150821,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1380,9,C,Colluvial,25,,SEDNTS200150706,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1381,9,C,Colluvial,26,,SEDNTS200150821,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1382,9,C,Colluvial,27,,SEDNTSA160725,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1383,9,C,Colluvial,29,,SEDNTSC160725,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1384,9,C,Colluvial,30,,SEDNTS400150706,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1385,9,C,Colluvial,31,,SEDNTS400150821,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1386,9,C,Colluvial,32,,SEDNTS600150706,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1387,9,C,Colluvial,33,,SEDNTS600150821,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1388,9,C,Colluvial,34,,SEDNTS800150706,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1389,9,C,Colluvial,35,,SEDNTS800150821,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1390,9,C,Colluvial,36,,SEDNTS1000150706,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1391,9,C,Colluvial,37,,SEDNTS1000150821,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1392,9,C,Colluvial,38,,HAUPTS2160617,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1393,9,C,Colluvial,39,,HAUPTS22160726,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1394,9,C,Colluvial,41,,HADNTS3160726,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1395,9,C,Colluvial,42,,S2UPTS4160617,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1396,9,C,Colluvial,44,,S2DNTS5160617,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1397,9,C,Colluvial,45,,S3UPTS6160730,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1398,9,C,Colluvial,47,,S3DNTS7160730,,Y,1472.313169706446388,54940.167978244120604,0.054940167978244
1399,2,P,Piedmont,20,,SEDN160725,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1400,2,P,Piedmont,21,,SEDN150706,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1401,2,P,Piedmont,22,,SEDN160617,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1402,2,P,Piedmont,23,,SEDNTS100150706,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1403,2,P,Piedmont,24,,SEDNTS100150821,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1404,2,P,Piedmont,25,,SEDNTS200150706,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1405,2,P,Piedmont,26,,SEDNTS200150821,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1406,2,P,Piedmont,27,,SEDNTSA160725,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1407,2,P,Piedmont,29,,SEDNTSC160725,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1408,2,P,Piedmont,30,,SEDNTS400150706,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1409,2,P,Piedmont,31,,SEDNTS400150821,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1410,2,P,Piedmont,32,,SEDNTS600150706,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1411,2,P,Piedmont,33,,SEDNTS600150821,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1412,2,P,Piedmont,34,,SEDNTS800150706,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1413,2,P,Piedmont,35,,SEDNTS800150821,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1414,2,P,Piedmont,36,,SEDNTS1000150706,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1415,2,P,Piedmont,37,,SEDNTS1000150821,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1416,2,P,Piedmont,38,,HAUPTS2160617,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1417,2,P,Piedmont,39,,HAUPTS22160726,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1418,2,P,Piedmont,41,,HADNTS3160726,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1419,2,P,Piedmont,42,,S2UPTS4160617,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1420,2,P,Piedmont,44,,S2DNTS5160617,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1421,2,P,Piedmont,45,,S3UPTS6160730,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1422,2,P,Piedmont,47,,S3DNTS7160730,,Y,3215.771777273087537,80606.285337058987352,0.080606285337059
1423,9,C,Colluvial,20,,SEDN160725,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1424,9,C,Colluvial,21,,SEDN150706,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1425,9,C,Colluvial,22,,SEDN160617,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1426,9,C,Colluvial,23,,SEDNTS100150706,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1427,9,C,Colluvial,24,,SEDNTS100150821,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1428,9,C,Colluvial,25,,SEDNTS200150706,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1429,9,C,Colluvial,26,,SEDNTS200150821,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1430,9,C,Colluvial,27,,SEDNTSA160725,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1431,9,C,Colluvial,29,,SEDNTSC160725,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1432,9,C,Colluvial,30,,SEDNTS400150706,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1433,9,C,Colluvial,31,,SEDNTS400150821,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1434,9,C,Colluvial,32,,SEDNTS600150706,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1435,9,C,Colluvial,33,,SEDNTS600150821,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1436,9,C,Colluvial,34,,SEDNTS800150706,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1437,9,C,Colluvial,35,,SEDNTS800150821,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1438,9,C,Colluvial,36,,SEDNTS1000150706,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1439,9,C,Colluvial,37,,SEDNTS1000150821,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1440,9,C,Colluvial,38,,HAUPTS2160617,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1441,9,C,Colluvial,39,,HAUPTS22160726,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1442,9,C,Colluvial,41,,HADNTS3160726,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1443,9,C,Colluvial,42,,S2UPTS4160617,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1444,9,C,Colluvial,44,,S2DNTS5160617,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1445,9,C,Colluvial,45,,S3UPTS6160730,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1446,9,C,Colluvial,47,,S3DNTS7160730,,Y,939.269889159398872,38079.656753852526890,0.038079656753853
1447,2,P,Piedmont,19,,SEUP150706,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1448,2,P,Piedmont,20,,SEDN160725,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1449,2,P,Piedmont,21,,SEDN150706,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1450,2,P,Piedmont,22,,SEDN160617,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1451,2,P,Piedmont,23,,SEDNTS100150706,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1452,2,P,Piedmont,24,,SEDNTS100150821,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1453,2,P,Piedmont,25,,SEDNTS200150706,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1454,2,P,Piedmont,26,,SEDNTS200150821,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1455,2,P,Piedmont,27,,SEDNTSA160725,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1456,2,P,Piedmont,29,,SEDNTSC160725,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1457,2,P,Piedmont,30,,SEDNTS400150706,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1458,2,P,Piedmont,31,,SEDNTS400150821,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1459,2,P,Piedmont,32,,SEDNTS600150706,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1460,2,P,Piedmont,33,,SEDNTS600150821,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1461,2,P,Piedmont,34,,SEDNTS800150706,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1462,2,P,Piedmont,35,,SEDNTS800150821,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1463,2,P,Piedmont,36,,SEDNTS1000150706,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1464,2,P,Piedmont,37,,SEDNTS1000150821,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1465,2,P,Piedmont,38,,HAUPTS2160617,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1466,2,P,Piedmont,39,,HAUPTS22160726,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1467,2,P,Piedmont,41,,HADNTS3160726,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1468,2,P,Piedmont,42,,S2UPTS4160617,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1469,2,P,Piedmont,44,,S2DNTS5160617,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1470,2,P,Piedmont,45,,S3UPTS6160730,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1471,2,P,Piedmont,47,,S3DNTS7160730,,Y,1155.808317609079040,15346.030652351924800,0.015346030652352
1472,9,C,Colluvial,19,,SEUP150706,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1473,9,C,Colluvial,20,,SEDN160725,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1474,9,C,Colluvial,21,,SEDN150706,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1475,9,C,Colluvial,22,,SEDN160617,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1476,9,C,Colluvial,23,,SEDNTS100150706,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1477,9,C,Colluvial,24,,SEDNTS100150821,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1478,9,C,Colluvial,25,,SEDNTS200150706,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1479,9,C,Colluvial,26,,SEDNTS200150821,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1480,9,C,Colluvial,27,,SEDNTSA160725,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1481,9,C,Colluvial,29,,SEDNTSC160725,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1482,9,C,Colluvial,30,,SEDNTS400150706,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1483,9,C,Colluvial,31,,SEDNTS400150821,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1484,9,C,Colluvial,32,,SEDNTS600150706,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1485,9,C,Colluvial,33,,SEDNTS600150821,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1486,9,C,Colluvial,34,,SEDNTS800150706,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1487,9,C,Colluvial,35,,SEDNTS800150821,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1488,9,C,Colluvial,36,,SEDNTS1000150706,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1489,9,C,Colluvial,37,,SEDNTS1000150821,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1490,9,C,Colluvial,38,,HAUPTS2160617,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1491,9,C,Colluvial,39,,HAUPTS22160726,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1492,9,C,Colluvial,41,,HADNTS3160726,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1493,9,C,Colluvial,42,,S2UPTS4160617,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1494,9,C,Colluvial,44,,S2DNTS5160617,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1495,9,C,Colluvial,45,,S3UPTS6160730,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1496,9,C,Colluvial,47,,S3DNTS7160730,,Y,269.964100908537660,1846.693019334417613,0.001846693019334
1497,2,P,Piedmont,18,,SEUP160617,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1498,2,P,Piedmont,19,,SEUP150706,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1499,2,P,Piedmont,20,,SEDN160725,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1500,2,P,Piedmont,21,,SEDN150706,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1501,2,P,Piedmont,22,,SEDN160617,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1502,2,P,Piedmont,23,,SEDNTS100150706,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1503,2,P,Piedmont,24,,SEDNTS100150821,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1504,2,P,Piedmont,25,,SEDNTS200150706,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1505,2,P,Piedmont,26,,SEDNTS200150821,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1506,2,P,Piedmont,27,,SEDNTSA160725,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1507,2,P,Piedmont,29,,SEDNTSC160725,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
1508,2,P,Piedmont,30,,SEDNTS400150706,,Y,7471.436080438598765,961578.777829437283799,0.961578777829437
