OID_,FID_watercourse_acc_count_jk_nad83zn8,waterbody,impact,type,psuedo,acc_val,distant,count,RivID,Fnode,Tnode,Strahler,Segment,acc,acc_count,FID_revisedsite10wpoly_nad83zn8,HydroID,CREATED,Shape_Length
37,1319,,1,2,,,,,1471,1515,1517,4,909,5.000000000000000,5.000000000000000,1,0,2021-10-11 19:02:44,271.845625132373641
38,1321,,,,,,,,1473,1525,1488,1,859,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,670.210981314293122
39,1330,,1,2,,,,,1482,1517,1534,4,909,5.000000000000000,5.000000000000000,1,0,2021-10-11 19:02:44,764.773011729809809
40,1331,,1,2,,,,,1483,1534,1535,4,909,6.000000000000000,6.000000000000000,1,0,2021-10-11 19:02:44,321.282173048284506
41,1332,,1,2,,,,,1484,1535,1519,4,909,6.000000000000000,6.000000000000000,1,0,2021-10-11 19:02:44,349.764162266762696
42,1335,,,,,,,,1487,1538,1482,2,951,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,711.853677918298445
43,1337,,,,,,,,1489,1540,1538,1,949,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,33.888174593840269
44,1340,,,,,,,,1492,1510,1543,2,860,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,482.890158534438456
45,1341,,,,,,,,1493,1544,1543,1,863,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,967.107473282384376
46,1342,,1,2,,,,,1494,1545,1515,4,909,5.000000000000000,5.000000000000000,1,0,2021-10-11 19:02:44,1047.504099768083279
47,1343,,,,,,,,1495,1543,1546,2,860,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,46.450688015239429
48,1346,,1,2,,,,,1499,1550,1545,4,909,5.000000000000000,5.000000000000000,1,0,2021-10-11 19:02:44,157.102694505233586
49,1347,,1,2,,,,,1500,1551,1534,3,944,1.000000000000000,1.000000000000000,1,0,2021-10-11 19:02:44,385.867143548432523
50,1348,,1,2,,,,,1501,1552,1550,4,909,5.000000000000000,5.000000000000000,1,0,2021-10-11 19:02:44,1162.091754313045612
51,1350,,1,2,,,,,1503,1554,1551,3,944,1.000000000000000,1.000000000000000,1,0,2021-10-11 19:02:44,57.114427203429628
52,1367,,,,,,,,1523,1575,1576,1,857,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,92.901232499860569
53,1370,,1,2,,,,,1527,1546,1576,4,909,5.000000000000000,5.000000000000000,1,0,2021-10-11 19:02:44,1461.108776038629458
54,1374,,,,,,,,1532,1585,1551,1,945,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,427.469328870920890
55,1375,,,,,,,,1533,1586,1493,2,955,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,1158.969704438504777
56,1379,,,,,,,,1537,1590,1538,1,950,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,537.537308489751013
57,1389,,,,,,,,1550,1604,1605,1,917,0.000000000000000,0.000000000000000,1,0,2021-10-11 19:02:44,1091.825769863292180
