OID_,Name,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
38,HAUPTS2160617,38,35266.000000000000000,7611532.257620613090694,0.000000000000000,118.239425659179688,118.239425659179688,7.063344240768980,10.006147370487383,249095.897994958824711,3.560080766677856,18.447815895080566
39,HAUPTS22160726,39,35548.000000000000000,7672396.889182145707309,0.000000000000000,118.239425659179688,118.239425659179688,7.061547694700350,9.981773828703563,251023.897451208031271,3.575096487998962,18.399511146545404
40,HAINTSINFLOW1160617,40,4979.000000000000000,1074627.661506636301056,0.000000000000000,21.049488067626953,21.049488067626953,1.252806521291363,2.393087271750801,6237.723669509696265,0.515489697456360,2.529361772537230
41,HADNTS3160726,41,40533.000000000000000,8748319.542849665507674,0.000000000000000,118.239425659179688,118.239425659179688,6.347661597310636,9.577139441303988,257289.767523792019347,2.968152046203613,16.631255722045903
42,S2UPTS4160617,42,44730.000000000000000,9654166.559387795627117,0.000000000000000,230.134048461914062,230.134048461914062,6.560207359057330,10.698438958030815,293438.075170634372625,2.832637190818787,17.283075141906735
43,S2INTSINFLOW2160617,43,41579.000000000000000,8974079.842897053807974,0.000000000000000,123.616226196289062,123.616226196289062,7.208871514648842,11.237310483621853,299737.668707584205549,2.838544607162476,19.819133377075211
44,S2DNTS5160617,44,86398.000000000000000,18647455.452671289443970,0.000000000000000,230.134048461914062,230.134048461914062,6.890137863536685,11.010719437542031,595294.131133842514828,2.837261915206909,18.651372909545898
45,S3UPTS6160730,45,87885.000000000000000,18968397.676543626934290,0.000000000000000,230.134048461914062,230.134048461914062,7.030599550063906,11.235661074092114,617884.241457366384566,2.856302022933960,19.210333251953127
46,S3INTSINFLOW3160730,46,96301.000000000000000,20784840.014209795743227,0.000000000000000,126.195579528808594,126.195579528808594,8.866639997011140,11.716116550570792,853866.298352169804275,4.153702735900879,24.318563461303711
47,S3DNTS7160730,47,184215.000000000000000,39759496.819531030952930,0.000000000000000,230.134048461914062,230.134048461914062,7.992167949586301,11.526665981955306,1472277.218833040446043,3.485038280487061,22.121425247192384
48,site71,48,1521.000000000000000,328280.512784011603799,0.000000000000000,10.867393493652344,10.867393493652344,1.805346616203495,1.424507388019365,2745.932203245515666,1.703608036041260,3.271500349044800
49,site62,49,8672.000000000000000,1871695.336530538043007,0.000000000000000,8.568169593811035,8.568169593811035,0.685858866276261,0.901593612252955,5947.768088347732373,0.350054547190666,1.801971721649170
50,site13,50,10461.000000000000000,2257818.832500687334687,0.000000000000000,2.967174053192139,2.967174053192139,0.356833477304614,0.401146639622815,3732.835006083564622,0.198294997215271,0.902303755283356
51,site10,51,475879.000000000000000,102709929.088193714618683,0.000000000000000,143.806289672851562,143.806289672851562,2.840798251351687,6.194178868062703,1351876.231054989388213,0.755669653415680,7.513830471038821
52,site7,52,51866.000000000000000,11194343.902732113376260,0.000000000000000,34.636314392089844,34.636314392089844,1.699472890703022,2.992378364330896,88144.860949202920892,0.786369442939758,3.957523703575134
53,site57,53,11431.000000000000000,2467175.898510214406997,0.000000000000000,52.011592864990234,52.011592864990234,1.879093257138046,3.438924427634943,21479.915022345001489,0.780226886272430,4.571838378906250
54,siteDC-3,54,161180.000000000000000,34787806.081871785223484,0.000000000000000,84.903678894042969,84.903678894042969,3.002990109987183,6.132191182188697,484021.945927734195720,0.843544721603394,8.562897682189945
55,siteDC-4,55,1046074.000000000000000,225776271.617371559143066,0.000000000000000,143.806289672851562,143.806289672851562,3.071419985845993,6.727616395761833,3212932.590273861307651,0.655173361301422,8.663882160186780
56,site12-1,56,998.000000000000000,215400.362760317919310,0.035693988204002,1.387759447097778,1.352065458893776,0.460677004764547,0.266861153416583,459.755650755017655,0.377199679613113,0.926493394374847
57,SC-8B,57,4247584.000000000000000,916764663.782487273216248,0.000000000000000,207.154342651367188,207.154342651367188,5.037970663594675,9.780376478658358,21399203.583154123276472,1.192151784896851,14.929617500305177
58,site14,58,119161.000000000000000,25718760.147176597267389,0.000000000000000,437.929992675781250,437.929992675781250,1.704567703126641,7.486130844248183,203117.992072273715166,0.203679025173187,2.210749149322510
59,siteSC-9A,59,4620207.000000000000000,997188641.109980106353760,0.000000000000000,437.929992675781250,437.929992675781250,4.815590491917555,9.716356745152886,22249024.899890929460526,1.066100358963013,14.261053085327143
60,siteSCoutlet170710,60,4761526.000000000000000,1027689807.307300209999084,0.000000000000000,437.929992675781250,437.929992675781250,4.710855486838707,9.609848791762817,22430860.882825158536434,1.014951586723328,13.911972522735596
